crop,year,season,state,area,production,fertilizer,pesticide,yield
Other Kharif pulses,2001,Kharif     ,Maharashtra,184700,47700,18863411,48022,0.249677419
Ragi,2001,Kharif     ,Maharashtra,150700,181600,15390991,39182,1.223333333
Rapeseed &Mustard,2001,Rabi       ,Maharashtra,12200,3080,1245986,3172,0.304615385
Rice,2001,Kharif     ,Maharashtra,1487200,2590400,151887736,386672,1.261875
Rice,2001,Summer     ,Maharashtra,26800,60800,2737084,6968,2.192
Safflower,2001,Rabi       ,Maharashtra,286800,138900,29290884,74568,0.496315789
Sesamum,2001,Kharif     ,Maharashtra,113300,36500,11571329,29458,0.3446875
Sesamum,2001,Rabi       ,Maharashtra,4500,960,459585,1170,0.224166667
Small millets,2001,Kharif     ,Maharashtra,87600,57900,8946588,22776,0.679333333
Small millets,2001,Rabi       ,Maharashtra,20000,9900,2042600,5200,0.506315789
Soyabean,2001,Kharif     ,Maharashtra,1104900,1385500,112843437,287274,1.250357143
Sugarcane,2001,Whole Year ,Maharashtra,578200,45139800,59051566,150332,69.57740741
Sunflower,2001,Kharif     ,Maharashtra,80400,28700,8211252,20904,0.419565217
Sunflower,2001,Rabi       ,Maharashtra,185200,97400,18914476,48152,0.644615385
Sunflower,2001,Summer     ,Maharashtra,5800,5200,592354,1508,1.199444444
Urad,2001,Kharif     ,Maharashtra,587700,255300,60021801,152802,0.543636364
Wheat,2001,Rabi       ,Maharashtra,776000,1077400,79252880,201760,1.313793103
Arhar/Tur,2001,Kharif     ,Mizoram,53,49,5412.89,13.78,0.92
Cotton(lint),2001,Kharif     ,Mizoram,618,1264,63116.34,160.68,2.625
Maize,2001,Kharif     ,Mizoram,5493,13758,561000.09,1428.18,2.076666667
Maize,2001,Rabi       ,Mizoram,1884,2887,192412.92,489.84,1.6025
Masoor,2001,Rabi       ,Mizoram,45,57,4595.85,11.7,1.023333333
Moong(Green Gram),2001,Kharif     ,Mizoram,5.5,4,561.715,1.43,0.69
Moong(Green Gram),2001,Rabi       ,Mizoram,82.77,72,8453.3001,21.5202,1.05
Peas & beans (Pulses),2001,Kharif     ,Mizoram,100.9,161,10304.917,26.234,1.53
Peas & beans (Pulses),2001,Rabi       ,Mizoram,138.5,97,14145.005,36.01,0.85
Potato,2001,Whole Year ,Mizoram,376,1471,38400.88,97.76,4.8975
Rapeseed &Mustard,2001,Rabi       ,Mizoram,2494,2173,254712.22,648.44,0.8475
Rice,2001,Kharif     ,Mizoram,55880,105713,5707024.4,14528.8,1.825
Sesamum,2001,Kharif     ,Mizoram,3985,1741,406988.05,1036.1,0.5025
Soyabean,2001,Kharif     ,Mizoram,1266,1212,129296.58,329.16,0.98
Sugarcane,2001,Whole Year ,Mizoram,1379,9359,140837.27,358.54,8.115
Tapioca,2001,Whole Year ,Mizoram,307,1479,31353.91,79.82,5.7375
Tobacco,2001,Whole Year ,Mizoram,292,224,29821.96,75.92,0.76
Urad,2001,Kharif     ,Mizoram,28,29,2859.64,7.28,1.02
Urad,2001,Rabi       ,Mizoram,36,23,3676.68,9.36,0.643333333
Arhar/Tur,2001,Kharif     ,Nagaland,7000,5000,714910,1820,0.7225
Bajra,2001,Kharif     ,Nagaland,1500,1000,153195,390,0.66
Barley,2001,Rabi       ,Nagaland,4000,8000,408520,1040,2.00875
Cotton(lint),2001,Kharif     ,Nagaland,400,400,40852,104,0.99125
Gram,2001,Rabi       ,Nagaland,1000,1000,102130,260,1.0075
Groundnut,2001,Kharif     ,Nagaland,500,550,51065,130,1.13
Groundnut,2001,Rabi       ,Nagaland,1390,1710,141960.7,361.4,1.25
Jowar,2001,Kharif     ,Nagaland,1500,1200,153195,390,0.8025
Jute,2001,Kharif     ,Nagaland,300,300,30639,78,0.986666667
Linseed,2001,Rabi       ,Nagaland,14250,9250,1455352.5,3705,0.6475
Maize,2001,Kharif     ,Nagaland,45000,90000,4595850,11700,2.025
Moong(Green Gram),2001,Kharif     ,Nagaland,3000,2000,306390,780,0.745
Niger seed,2001,Kharif     ,Nagaland,100000,86000,10213000,26000,0.976
Peas & beans (Pulses),2001,Kharif     ,Nagaland,1900,1550,194047,494,0.815
Peas & beans (Pulses),2001,Rabi       ,Nagaland,8000,8000,817040,2080,1
Potato,2001,Whole Year ,Nagaland,3550,42420,362561.5,923,12.14875
Rapeseed &Mustard,2001,Rabi       ,Nagaland,16000,15390,1634080,4160,0.95125
Rice,2001,Kharif     ,Nagaland,155000,235000,15830150,40300,1.485
Rice,2001,Rabi       ,Nagaland,1500,2000,153195,390,1.76
Sesamum,2001,Kharif     ,Nagaland,2420,1910,247154.6,629.2,0.78
Sesamum,2001,Rabi       ,Nagaland,7580,6090,774145.4,1970.8,0.836
Small millets,2001,Kharif     ,Nagaland,11000,7500,1123430,2860,0.685
Soyabean,2001,Kharif     ,Nagaland,18000,25000,1838340,4680,1.458571429
Sugarcane,2001,Whole Year ,Nagaland,1000,48000,102130,260,43.005
Sunflower,2001,Kharif     ,Nagaland,730,820,74554.9,189.8,1.17625
Sunflower,2001,Rabi       ,Nagaland,900,1130,91917,234,1.17
Wheat,2001,Rabi       ,Nagaland,6000,12350,612780,1560,2.04
Arhar/Tur,2001,Kharif     ,Odisha,126080,81340,12876550.4,32780.8,0.696666667
Arhar/Tur,2001,Rabi       ,Odisha,290,160,29617.7,75.4,0.616666667
Bajra,2001,Kharif     ,Odisha,4010,2270,409541.3,1042.6,0.555
Castor seed,2001,Kharif     ,Odisha,8670,4310,885467.1,2254.2,0.520909091
Castor seed,2001,Rabi       ,Odisha,9220,5020,941638.6,2397.2,0.5328
Coriander,2001,Whole Year ,Odisha,12910,5970,1318498.3,3356.6,0.449666667
Dry chillies,2001,Whole Year ,Odisha,70030,59180,7152163.9,18207.8,0.844666667
Garlic,2001,Whole Year ,Odisha,8950,28280,914063.5,2327,3.164666667
Ginger,2001,Kharif     ,Odisha,13040,25210,1331775.2,3390.4,1.808666667
Gram,2001,Rabi       ,Odisha,29520,19180,3014877.6,7675.2,0.514642857
Groundnut,2001,Kharif     ,Odisha,61067,59904,6236772.71,15877.42,0.966666667
Horse-gram,2001,Kharif     ,Odisha,91171,28017,9311294.23,23704.46,0.315172414
Jowar,2001,Kharif     ,Odisha,12260,7090,1252113.8,3187.6,0.607894737
Jute,2001,Kharif     ,Odisha,4612,37776,471023.56,1199.12,8.092222222
Linseed,2001,Rabi       ,Odisha,23080,8530,2357160.4,6000.8,0.355333333
Maize,2001,Kharif     ,Odisha,51428,46658,5252341.64,13371.28,0.714615385
Masoor,2001,Rabi       ,Odisha,8790,3250,897722.7,2285.4,0.364
Moong(Green Gram),2001,Kharif     ,Odisha,212511,51097,21703748.43,55252.86,0.235666667
Niger seed,2001,Kharif     ,Odisha,115170,26960,11762312.1,29944.2,0.283076923
Niger seed,2001,Rabi       ,Odisha,28290,8860,2889257.7,7355.4,0.365833333
Onion,2001,Whole Year ,Odisha,19410,173430,1982343.3,5046.6,8.714333333
Other  Rabi pulses,2001,Rabi       ,Odisha,35620,21120,3637870.6,9261.2,0.62
Other Kharif pulses,2001,Kharif     ,Odisha,21440,10630,2189667.2,5574.4,0.47125
Potato,2001,Whole Year ,Odisha,7580,78049,774145.4,1970.8,9.565714286
Ragi,2001,Kharif     ,Odisha,76262,45077,7788638.06,19828.12,0.489166667
Rapeseed &Mustard,2001,Rabi       ,Odisha,14159,2224,1446058.67,3681.34,0.139310345
Rice,2001,Kharif     ,Odisha,4500000,7220000,459585000,1170000,1.583666667
Safflower,2001,Rabi       ,Odisha,3950,2190,403413.5,1027,0.4905
Sesamum,2001,Kharif     ,Odisha,51573,11341,5267150.49,13408.98,0.225
Small millets,2001,Kharif     ,Odisha,42360,20120,4326226.8,11013.6,0.426875
Sugarcane,2001,Whole Year ,Odisha,10988,644007,1122204.44,2856.88,52.85172414
Sunflower,2001,Kharif     ,Odisha,460,200,46979.8,119.6,0.568
Sunflower,2001,Rabi       ,Odisha,8940,6850,913042.2,2324.4,0.664814815
Sweet potato,2001,Whole Year ,Odisha,38480,312850,3929962.4,10004.8,8.193666667
Tobacco,2001,Whole Year ,Odisha,5680,3580,580098.4,1476.8,0.524
Turmeric,2001,Whole Year ,Odisha,26420,59240,2698274.6,6869.2,2.108
Urad,2001,Kharif     ,Odisha,148934,44552,15210629.42,38722.84,0.255333333
Wheat,2001,Rabi       ,Odisha,6976,10565,712458.88,1813.76,1.1288
Arhar/Tur,2001,Kharif     ,Punjab,9200,7900,939596,2392,0.913333333
Barley,2001,Rabi       ,Punjab,23000,78000,2348990,5980,3.26
Cotton(lint),2001,Kharif     ,Punjab,607000,1307000,61992910,157820,1.896363636
Gram,2001,Rabi       ,Punjab,7100,6200,725123,1846,0.92
Groundnut,2001,Kharif     ,Punjab,400,400,40852,104,1
Linseed,2001,Rabi       ,Punjab,300,300,30639,78,1
Maize,2001,Kharif     ,Punjab,165000,449000,16851450,42900,2.7625
Masoor,2001,Rabi       ,Punjab,4300,3000,439159,1118,0.7675
Moong(Green Gram),2001,Kharif     ,Punjab,23000,11000,2348990,5980,0.562307692
Moth,2001,Kharif     ,Punjab,300,300,30639,78,1
Rapeseed &Mustard,2001,Rabi       ,Punjab,5000,6500,510650,1300,1.262941176
Rice,2001,Kharif     ,Punjab,2487000,8816000,253997310,646620,3.517058824
Sesamum,2001,Kharif     ,Punjab,20500,8000,2093665,5330,0.509285714
Sugarcane,2001,Whole Year ,Punjab,142000,9250000,14502460,36920,67.87176471
Wheat,2001,Rabi       ,Punjab,3420000,15499000,349284600,889200,4.487058824
Arhar/Tur,2001,Kharif     ,Tamil Nadu,63613,41420,6496795.69,16539.38,0.623333333
Bajra,2001,Kharif     ,Tamil Nadu,125093,152971,12775748.09,32524.18,1.3948
Cotton(lint),2001,Kharif     ,Tamil Nadu,164169,229732,16766579.97,42683.94,1.450740741
Groundnut,2001,Kharif     ,Tamil Nadu,662982,1249630,67710351.66,172375.32,1.857142857
Jowar,2001,Kharif     ,Tamil Nadu,317233,274842,32399006.29,82480.58,1.009583333
Moong(Green Gram),2001,Kharif     ,Tamil Nadu,128995,53470,13174259.35,33538.7,0.415925926
Ragi,2001,Kharif     ,Tamil Nadu,124958,235311,12761960.54,32489.08,2.208076923
Rice,2001,Kharif     ,Tamil Nadu,2059878,6583630,210375340.1,535568.28,3.532857143
Sesamum,2001,Kharif     ,Tamil Nadu,83848,45991,8563396.24,21800.48,0.518148148
Sugarcane,2001,Whole Year ,Tamil Nadu,321173,32614900,32801398.49,83504.98,102.0107407
Sunflower,2001,Kharif     ,Tamil Nadu,6607,8530,674772.91,1717.82,1.323
Urad,2001,Kharif     ,Tamil Nadu,266123,104320,27179141.99,69191.98,0.441481481
Arhar/Tur,2001,Kharif     ,Uttar Pradesh,394228,456228,40262505.64,102499.28,1.03115942
Bajra,2001,Kharif     ,Uttar Pradesh,850727,967732,86884748.51,221189.02,1.143333333
Barley,2001,Rabi       ,Uttar Pradesh,253713,592021,25911708.69,65965.38,2.195362319
Cotton(lint),2001,Kharif     ,Uttar Pradesh,4512,4571,460810.56,1173.12,1.3275
Gram,2001,Rabi       ,Uttar Pradesh,840602,816795,85850682.26,218556.52,0.993623188
Groundnut,2001,Kharif     ,Uttar Pradesh,107515,90156,10980506.95,27953.9,0.894915254
Jowar,2001,Kharif     ,Uttar Pradesh,322575,309068,32944584.75,83869.5,0.949848485
Linseed,2001,Rabi       ,Uttar Pradesh,40928,17199,4179976.64,10641.28,0.3948
Maize,2001,Kharif     ,Uttar Pradesh,913718,1488204,93318019.34,237566.68,1.500869565
Maize,2001,Rabi       ,Uttar Pradesh,17419,28376,1779002.47,4528.94,1.63516129
Masoor,2001,Rabi       ,Uttar Pradesh,625265,499774,63858314.45,162568.9,0.820144928
Moong(Green Gram),2001,Kharif     ,Uttar Pradesh,28084,7724,2868218.92,7301.84,0.270909091
Moong(Green Gram),2001,Rabi       ,Uttar Pradesh,38576,18201,3939766.88,10029.76,0.503421053
Moth,2001,Kharif     ,Uttar Pradesh,339,132,34622.07,88.14,0.4608
Peas & beans (Pulses),2001,Rabi       ,Uttar Pradesh,327556,395889,33453294.28,85164.56,1.230144928
Potato,2001,Whole Year ,Uttar Pradesh,388552,9582545,39682815.76,101023.52,23.1684058
Rapeseed &Mustard,2001,Rabi       ,Uttar Pradesh,566445,573614,57851027.85,147275.7,0.916956522
Rice,2001,Kharif     ,Uttar Pradesh,6068496,12849116,619775496.5,1577808.96,2.016086957
Rice,2001,Summer     ,Uttar Pradesh,2829,6741,288925.77,735.54,2.097777778
Sesamum,2001,Kharif     ,Uttar Pradesh,102898,25705,10508972.74,26753.48,0.23641791
Small millets,2001,Kharif     ,Uttar Pradesh,28500,19301,2910705,7410,0.924375
Soyabean,2001,Kharif     ,Uttar Pradesh,10939,7909,1117200.07,2844.14,0.716666667
Sugarcane,2001,Whole Year ,Uttar Pradesh,2034883,117981573,207822600.8,529069.58,52.52608696
Sunflower,2001,Kharif     ,Uttar Pradesh,5496,10609,561306.48,1428.96,1.76375
Tobacco,2001,Whole Year ,Uttar Pradesh,19772,134679,2019314.36,5140.72,6.335925926
Turmeric,2001,Whole Year ,Uttar Pradesh,1419,2543,144922.47,368.94,1.837906977
Urad,2001,Kharif     ,Uttar Pradesh,362868,148046,37059708.84,94345.68,0.418985507
Urad,2001,Rabi       ,Uttar Pradesh,60535,29710,6182439.55,15739.1,0.4678125
Wheat,2001,Rabi       ,Uttar Pradesh,9255937,25498002,945308845.8,2406543.62,2.729565217
Arhar/Tur,2001,Kharif     ,Uttarakhand,1934,1053,197519.42,502.84,0.62125
Bajra,2001,Kharif     ,Uttarakhand,44,57,4493.72,11.44,1.295
Barley,2001,Rabi       ,Uttarakhand,22875,25590,2336223.75,5947.5,1.215384615
Garlic,2001,Whole Year ,Uttarakhand,2063,16832,210694.19,536.38,5.50952381
Gram,2001,Rabi       ,Uttarakhand,1259,868,128581.67,327.34,0.594166667
Groundnut,2001,Kharif     ,Uttarakhand,1136,1014,116019.68,295.36,0.895
Horse-gram,2001,Kharif     ,Uttarakhand,7781,3437,794673.53,2023.06,0.476666667
Linseed,2001,Rabi       ,Uttarakhand,15,6,1531.95,3.9,0.306666667
Maize,2001,Kharif     ,Uttarakhand,32938,40682,3363957.94,8563.88,1.185384615
Maize,2001,Rabi       ,Uttarakhand,125,183,12766.25,32.5,1.1
Masoor,2001,Rabi       ,Uttarakhand,14649,7651,1496102.37,3808.74,0.506153846
Moong(Green Gram),2001,Kharif     ,Uttarakhand,67,32,6842.71,17.42,0.3425
Moong(Green Gram),2001,Rabi       ,Uttarakhand,59,16,6025.67,15.34,0.286666667
Moth,2001,Kharif     ,Uttarakhand,11,4,1123.43,2.86,0.34
Onion,2001,Whole Year ,Uttarakhand,1642,8089,167697.46,426.92,6.451538462
Other  Rabi pulses,2001,Rabi       ,Uttarakhand,211,93,21549.43,54.86,0.3875
Other Cereals,2001,Kharif     ,Uttarakhand,7411,2004,756885.43,1926.86,0.283636364
Other Cereals,2001,Rabi       ,Uttarakhand,1213,1383,123883.69,315.38,1.106666667
Other Kharif pulses,2001,Kharif     ,Uttarakhand,11054,6408,1128945.02,2874.04,0.58
Peas & beans (Pulses),2001,Rabi       ,Uttarakhand,3251,2370,332024.63,845.26,0.655833333
Potato,2001,Kharif     ,Uttarakhand,7761,155501,792630.93,2017.86,19.90111111
Potato,2001,Rabi       ,Uttarakhand,5739,121724,586124.07,1492.14,20.00692308
Ragi,2001,Kharif     ,Uttarakhand,131779,161963,13458589.27,34262.54,1.324545455
Rapeseed &Mustard,2001,Rabi       ,Uttarakhand,11795,7557,1204623.35,3066.7,0.521538462
Rice,2001,Kharif     ,Uttarakhand,280816,567662,28679738.08,73012.16,1.608461538
Rice,2001,Rabi       ,Uttarakhand,3761,11855,384110.93,977.86,2.2625
Sesamum,2001,Kharif     ,Uttarakhand,2327,400,237656.51,605.02,0.180769231
Small millets,2001,Kharif     ,Uttarakhand,74526,83951,7611340.38,19376.76,1.126363636
Small millets,2001,Rabi       ,Uttarakhand,1,1,102.13,0.26,1
Soyabean,2001,Kharif     ,Uttarakhand,9688,6176,989435.44,2518.88,0.599166667
Sugarcane,2001,Whole Year ,Uttarakhand,118637,6958951,12116396.81,30845.62,58.175
Sunflower,2001,Kharif     ,Uttarakhand,47,46,4800.11,12.22,0.666666667
Tobacco,2001,Whole Year ,Uttarakhand,126,907,12868.38,32.76,7.226666667
Turmeric,2001,Whole Year ,Uttarakhand,45,97,4595.85,11.7,1.922
Urad,2001,Kharif     ,Uttarakhand,10685,6660,1091259.05,2778.1,0.592307692
Urad,2001,Rabi       ,Uttarakhand,992,370,101312.96,257.92,0.123333333
Wheat,2001,Rabi       ,Uttarakhand,375967,721618,38397509.71,97751.42,1.616153846
other oilseeds,2001,Rabi       ,Uttarakhand,238,126,24306.94,61.88,0.465555556
Arhar/Tur,2002,Kharif     ,Bihar,37680,42966,3567165.6,9420,1.169189189
Bajra,2002,Kharif     ,Bihar,1018,1048,96374.06,254.5,1.009285714
Banana,2002,Whole Year ,Bihar,17307,340338,1638453.69,4326.75,22.17956522
Barley,2002,Rabi       ,Bihar,20427,23432,1933824.09,5106.75,1.154285714
Castor seed,2002,Kharif     ,Bihar,316,312,29915.72,79,0.992857143
Coriander,2002,Whole Year ,Bihar,2190,1426,207327.3,547.5,0.661333333
Dry chillies,2002,Whole Year ,Bihar,3420,2301,323771.4,855,0.682580645
Garlic,2002,Whole Year ,Bihar,2221,3280,210262.07,555.25,1.445625
Ginger,2002,Whole Year ,Bihar,394,584,37299.98,98.5,1.380666667
Gram,2002,Rabi       ,Bihar,71361,72057,6755745.87,17840.25,0.883636364
Groundnut,2002,Kharif     ,Bihar,371,183,35122.57,92.75,0.491428571
Horse-gram,2002,Kharif     ,Bihar,13093,10420,1239514.31,3273.25,0.790909091
Jowar,2002,Kharif     ,Bihar,4402,4446,416737.34,1100.5,1.021
Jute,2002,Kharif     ,Bihar,147796,973546,13991847.32,36949,6.593076923
Khesari,2002,Rabi       ,Bihar,140712,112666,13321205.04,35178,0.722571429
Linseed,2002,Rabi       ,Bihar,29156,22161,2760198.52,7289,0.748
Maize,2002,Autumn     ,Bihar,255035,428182,24144163.45,63758.75,1.757567568
Maize,2002,Rabi       ,Bihar,187707,520263,17770221.69,46926.75,2.553513514
Maize,2002,Summer     ,Bihar,160863,432637,15228900.21,40215.75,2.609459459
Masoor,2002,Rabi       ,Bihar,179581,156613,17000933.27,44895.25,0.712432432
Mesta,2002,Kharif     ,Bihar,20026,120281,1895861.42,5006.5,5.776190476
Moong(Green Gram),2002,Kharif     ,Bihar,10659,5746,1009087.53,2664.75,0.471212121
Moong(Green Gram),2002,Summer     ,Bihar,185137,112835,17526919.79,46284.25,0.586
Onion,2002,Whole Year ,Bihar,13589,116759,1286470.63,3397.25,8.524054054
Other  Rabi pulses,2002,Rabi       ,Bihar,3522,2511,333427.74,880.5,0.759
Other Kharif pulses,2002,Kharif     ,Bihar,5913,3268,559783.71,1478.25,0.575294118
Peas & beans (Pulses),2002,Rabi       ,Bihar,23295,20805,2205337.65,5823.75,0.896285714
Potato,2002,Whole Year ,Bihar,147819,1476602,13994024.73,36954.75,10.27135135
Ragi,2002,Kharif     ,Bihar,20695,14237,1959195.65,5173.75,0.736206897
Rapeseed &Mustard,2002,Rabi       ,Bihar,90072,62026,8527116.24,22518,0.699189189
Rice,2002,Autumn     ,Bihar,583274,682933,55218549.58,145818.5,1.060714286
Rice,2002,Summer     ,Bihar,120354,197607,11393913.18,30088.5,1.625517241
Rice,2002,Winter     ,Bihar,2881073,4205026,272751180.9,720268.25,1.345945946
Safflower,2002,Rabi       ,Bihar,162,132,15336.54,40.5,0.82
Sannhamp,2002,Whole Year ,Bihar,4235,3012,400927.45,1058.75,0.726666667
Sesamum,2002,Kharif     ,Bihar,3785,2727,358325.95,946.25,0.676296296
Small millets,2002,Kharif     ,Bihar,6522,4939,617437.74,1630.5,0.764137931
Sugarcane,2002,Whole Year ,Bihar,107270,4520510,10155250.9,26817.5,39.25787879
Sunflower,2002,Kharif     ,Bihar,13359,17393,1264696.53,3339.75,1.258148148
Sweet potato,2002,Whole Year ,Bihar,5000,66772,473350,1250,12.524
Tobacco,2002,Whole Year ,Bihar,14952,16805,1415505.84,3738,1.124166667
Turmeric,2002,Whole Year ,Bihar,2927,2893,277099.09,731.75,0.993809524
Urad,2002,Kharif     ,Bihar,25116,18601,2377731.72,6279,0.751612903
Wheat,2002,Rabi       ,Bihar,2130933,4040610,201735427.1,532733.25,1.844054054
Arhar/Tur,2002,Kharif     ,Chhattisgarh,55718,24126,5274823.06,13929.5,0.398125
Bajra,2002,Kharif     ,Chhattisgarh,66,26,6248.22,16.5,0.51
Bajra,2002,Whole Year ,Chhattisgarh,256,10088,24235.52,64,37.202
Barley,2002,Rabi       ,Chhattisgarh,4017,3145,380289.39,1004.25,0.606666667
Castor seed,2002,Kharif     ,Chhattisgarh,74,21,7005.58,18.5,0.23125
Coriander,2002,Whole Year ,Chhattisgarh,3755,969,355485.85,938.75,0.244285714
Cotton(lint),2002,Kharif     ,Chhattisgarh,90,75,8520.3,22.5,1.276
Dry chillies,2002,Whole Year ,Chhattisgarh,6450,5687,610621.5,1612.5,0.856875
Garlic,2002,Whole Year ,Chhattisgarh,816,2288,77250.72,204,2.982142857
Ginger,2002,Whole Year ,Chhattisgarh,1382,1266,130833.94,345.5,1.057333333
Gram,2002,Rabi       ,Chhattisgarh,175588,113079,16622915.96,43897,0.62125
Groundnut,2002,Kharif     ,Chhattisgarh,34349,38127,3251819.83,8587.25,1.196875
Horse-gram,2002,Kharif     ,Chhattisgarh,54490,13149,5158568.3,13622.5,0.259375
Horse-gram,2002,Rabi       ,Chhattisgarh,2969,748,281075.23,742.25,0.258333333
Jowar,2002,Kharif     ,Chhattisgarh,7798,5770,738236.66,1949.5,0.936666667
Khesari,2002,Rabi       ,Chhattisgarh,330126,170345,31253028.42,82531.5,0.526666667
Linseed,2002,Rabi       ,Chhattisgarh,67624,19746,6401964.08,16906,0.2775
Maize,2002,Kharif     ,Chhattisgarh,93955,122611,8894719.85,23488.75,1.279375
Masoor,2002,Rabi       ,Chhattisgarh,14999,4634,1419955.33,3749.75,0.289333333
Mesta,2002,Kharif     ,Chhattisgarh,1052,1918,99592.84,263,1.867142857
Moong(Green Gram),2002,Kharif     ,Chhattisgarh,9625,2253,911198.75,2406.25,0.21125
Moong(Green Gram),2002,Rabi       ,Chhattisgarh,6822,1698,645838.74,1705.5,0.249333333
Niger seed,2002,Kharif     ,Chhattisgarh,71979,11512,6814251.93,17994.75,0.159230769
Onion,2002,Whole Year ,Chhattisgarh,4145,34830,392407.15,1036.25,8.068
Other  Rabi pulses,2002,Rabi       ,Chhattisgarh,1156,391,109438.52,289,0.314285714
Other Kharif pulses,2002,Kharif     ,Chhattisgarh,5565,1814,526838.55,1391.25,0.32125
Peas & beans (Pulses),2002,Rabi       ,Chhattisgarh,12181,4180,1153175.27,3045.25,0.30875
Potato,2002,Whole Year ,Chhattisgarh,9564,61104,905423.88,2391,6.6325
Ragi,2002,Kharif     ,Chhattisgarh,10523,2184,996212.41,2630.75,0.210909091
Rapeseed &Mustard,2002,Rabi       ,Chhattisgarh,47494,15626,4496256.98,11873.5,0.289375
Rice,2002,Kharif     ,Chhattisgarh,3777661,2634853,357631166.9,944415.25,0.710625
Safflower,2002,Rabi       ,Chhattisgarh,515,119,48755.05,128.75,0.253636364
Sannhamp,2002,Whole Year ,Chhattisgarh,1672,492,158288.24,418,0.2975
Sesamum,2002,Kharif     ,Chhattisgarh,24774,6442,2345354.58,6193.5,0.25375
Small millets,2002,Kharif     ,Chhattisgarh,260007,40661,24614862.69,65001.75,0.155625
Soyabean,2002,Kharif     ,Chhattisgarh,15155,8335,1434723.85,3788.75,0.598
Sugarcane,2002,Whole Year ,Chhattisgarh,3957,9967,374609.19,989.25,2.751333333
Sunflower,2002,Kharif     ,Chhattisgarh,2591,996,245289.97,647.75,0.389230769
Sweet potato,2002,Whole Year ,Chhattisgarh,2585,14824,244721.95,646.25,5.37
Tobacco,2002,Whole Year ,Chhattisgarh,39,18,3692.13,9.75,0.52
Turmeric,2002,Whole Year ,Chhattisgarh,680,586,64375.6,170,1.030714286
Urad,2002,Kharif     ,Chhattisgarh,116301,30317,11010215.67,29075.25,0.259375
Urad,2002,Rabi       ,Chhattisgarh,6210,1403,587900.7,1552.5,0.230833333
